"term","estimate","std.error","robust.se","statistic","p.value","conf.low","conf.high"
"expose",4.89590409758765,0.0560100225927207,0.0581262084620022,27.3267257427519,2.04213150516484e-164,4.36873582327104,5.4866849135383
"expose:trial_id4",0.733899621604023,0.0916580449974401,0.0935562654588081,-3.30691924811354,0.000943280798386726,0.610944031270605,0.881600649195904
