"term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"gap_cat2-6 months",1.08259746756629,0.0895989545051471,0.885760515864719,0.375746590624053,0.908239192036183,1.29042799194053
"gap_cat>6 months",1.06507150763767,0.0862338925339459,0.731057573497746,0.464743987297724,0.899448588034912,1.26119194745742
