"strata","year","mortality_pct"
"homelessness=No",1,2.18204817372065
"homelessness=No",5,6.80619036136308
"homelessness=No",10,9.5597352618677
"homelessness=No",11.9,10.3101913221732
"homelessness=Yes",1,4.27059712773998
"homelessness=Yes",5,12.5853957938283
"homelessness=Yes",10,17.4665834949016
"homelessness=Yes",11.9,18.9711055070691
