"Group","Year_1","Year_2","Year_5","Year_10","Year_11.9"
"No",33.8059347493807,38.5607548550578,43.6364199532499,47.2536316361159,47.7123316846516
"Yes",38.246409674981,43.0695025617967,47.8508018523424,51.3613945968285,51.3613945968285
